날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2023-01-18,247,-1.7,-5.4,3.8
2023-01-19,247,-1.4,-6.8,4.1
2023-01-20,247,-1.7,-6.6,2.2
2023-01-21,247,-3.9,-9.9,3.3
2023-01-22,247,-0.4,-6,5.3
2023-01-23,247,1.2,-4.8,8.9
2023-01-24,247,-9.3,-13,-1.2
2023-01-25,247,-10.3,-16.3,-3.7
2023-01-26,247,-4.8,-12.1,-1
2023-01-27,247,-4.7,-7.4,-1.3
2023-01-28,247,-5.6,-13,-0.7
2023-01-29,247,-0.5,-7.1,5
2023-01-30,247,-1.2,-6.8,4.5
2023-01-31,247,-0.2,-9,9.9
2023-02-01,247,2.1,-2,9.9
2023-02-02,247,-0.8,-5,4.9
2023-02-03,247,-1.4,-5.4,4.5
2023-02-04,247,-1.9,-8.7,5.7
2023-02-05,247,-0.6,-8.6,8.8
2023-02-06,247,2.3,-7.9,12.7
2023-02-07,247,2.8,-4.4,14.1
2023-02-08,247,1.8,-4.8,9.9
2023-02-09,247,3.4,-5.8,10.7
2023-02-10,247,2.6,-1.1,7.5
2023-02-11,247,1.7,-2.3,7.5
2023-02-12,247,2.1,-4.3,6.5
2023-02-13,247,6.9,3.3,11.5
2023-02-14,247,2.5,-2.6,7.8
2023-02-15,247,2,-2.5,5.7
2023-02-16,247,2.8,-2.5,8.1
2023-02-17,247,2.5,-2.9,7.3
2023-02-18,247,5.9,4.3,7.7
2023-02-19,247,3.1,-2.8,6.8
2023-02-20,247,-1.1,-5.9,6.3
2023-02-21,247,-2,-9.1,5.5
2023-02-22,247,2.1,-7,10.2
2023-02-23,247,3.9,-1.7,11.4
2023-02-24,247,3.5,-1.2,11
2023-02-25,247,-1,-6.1,6.1
2023-02-26,247,0.5,-7.6,10.5
2023-02-27,247,3.2,-6.6,14.4
2023-02-28,247,5.2,-4.7,14.7
2023-03-01,247,5.9,-0.7,11.6
2023-03-02,247,1.1,-4.2,7.3
2023-03-03,247,2.6,-7.1,13.4
2023-03-04,247,5.3,-3.1,15.8
2023-03-05,247,6.5,-2.3,16
2023-03-06,247,7.1,-2.3,17
2023-03-07,247,9.4,0.5,20.4
2023-03-08,247,11.7,1.1,20.3
2023-03-09,247,14.5,7.4,21.6
2023-03-10,247,13,2.3,23.9
2023-03-11,247,14.2,4.8,23.6
2023-03-12,247,6,0.5,15.7
2023-03-13,247,2.6,-2.8,9.5
2023-03-14,247,7.1,-3.1,17.2
2023-03-15,247,11.3,2,20.7
2023-03-16,247,7.6,2,14.5
2023-03-17,247,7.9,2.5,12.2
2023-03-18,247,9,2.5,15.8
2023-03-19,247,7.5,-1.6,17.6
2023-03-20,247,9.2,-0.7,18.5
2023-03-21,247,14,6.1,23.7
2023-03-22,247,14.6,6.8,21.5
2023-03-23,247,14.6,10.9,17.2
2023-03-24,247,10,8.3,11.4
2023-03-25,247,10.2,8.1,13.2
2023-03-26,247,9.1,1.2,15.8
2023-03-27,247,6.2,-1.3,14.6
2023-03-28,247,7.5,-2.2,16.8
2023-03-29,247,10.6,0.1,21.5
2023-03-30,247,12.6,2.2,22.4
2023-03-31,247,13.7,3,24.5
2023-04-01,247,14.9,4,25.5
2023-04-02,247,15.9,8.4,21.8
2023-04-03,247,16.8,10.1,22.9
2023-04-04,247,14.7,10.6,19.9
2023-04-05,247,14.3,9.2,17
2023-04-06,247,8.9,7,10.7
2023-04-07,247,8.2,2.6,14.4
2023-04-08,247,6.2,-2,14
2023-04-09,247,8.4,-0.9,18.7
2023-04-10,247,11,0.1,21.7
2023-04-11,247,14.2,6.4,20.4
2023-04-12,247,10.5,3.4,17.7
2023-04-13,247,12.4,0.3,24.4
2023-04-14,247,11.7,5.5,17.2
2023-04-15,247,12.7,7.4,18.8
2023-04-16,247,9.2,4.7,17
2023-04-17,247,11.7,1.7,21.9
2023-04-18,247,17.1,11.9,19.8
2023-04-19,247,18.9,14.7,24
2023-04-20,247,20.5,14.3,27.9
2023-04-21,247,18.2,11.8,25.4
2023-04-22,247,16.5,12.7,21.2
2023-04-23,247,15.4,11.9,20.2
2023-04-24,247,13.7,10.7,16.7
2023-04-25,247,9.5,7.4,11.6
2023-04-26,247,8.3,3.2,15.2
2023-04-27,247,12.1,-0.1,23.1
2023-04-28,247,15.2,5.1,22.8
2023-04-29,247,14,8.9,20
2023-04-30,247,13,5.3,21.6
2023-05-01,247,13.8,5.5,21.4
2023-05-02,247,15.6,5.7,25.4
2023-05-03,247,16.3,10.1,21.4
2023-05-04,247,17.5,15.5,20.6
2023-05-05,247,19.4,15.7,21.6
2023-05-06,247,16.9,13.9,21.3
2023-05-07,247,11.2,7,13.9
2023-05-08,247,13.2,4.4,22.4
2023-05-09,247,14.7,5.4,24.1
2023-05-10,247,17.1,8.3,25.9
2023-05-11,247,18.5,9.2,26.7
2023-05-12,247,17,12.1,24.3
2023-05-13,247,17.7,13.2,24.2
2023-05-14,247,17.6,9.6,26.3
2023-05-15,247,19.1,9.7,27.6
2023-05-16,247,21.6,12.7,31.7
2023-05-17,247,21.2,11.3,30
2023-05-18,247,17.2,16.3,19
2023-05-19,247,19.9,16.4,24.5
2023-05-20,247,19.6,13.7,27
2023-05-21,247,18.1,13.1,25.5
2023-05-22,247,15.3,12.7,19.3
2023-05-23,247,17.6,9.8,25.3
2023-05-24,247,18.6,11.1,25.6
2023-05-25,247,20,15.3,26.2
2023-05-26,247,20.1,15,24.5
2023-05-27,247,22,18,27
2023-05-28,247,22.2,20.2,23.6
2023-05-29,247,21.3,20.4,22
2023-05-30,247,22.4,19.4,27.1
2023-05-31,247,22,17.5,28.1
2023-06-01,247,18,15.8,20.8
2023-06-02,247,22.2,18.5,28.1
2023-06-03,247,20.9,15.8,27.9
2023-06-04,247,20.6,13.4,28.3
2023-06-05,247,19.9,16.1,24.8
2023-06-06,247,20.9,15.3,28.4
2023-06-07,247,21.5,14,28.1
2023-06-08,247,22.4,17.8,28.9
2023-06-09,247,23.6,17.3,30.2
2023-06-10,247,22.9,18.4,31.1
2023-06-11,247,23.3,19,30
2023-06-12,247,23.9,18.9,30.7
2023-06-13,247,23.3,18.3,29.1
2023-06-14,247,20.8,15.9,28.8
2023-06-15,247,21.5,14.9,28
2023-06-16,247,24.1,15.3,31.7
2023-06-17,247,24.8,18.4,32.4
2023-06-18,247,25.4,19,33.5
2023-06-19,247,26.6,18.9,33.5
2023-06-20,247,24.6,20.1,29.5
2023-06-21,247,21.9,19.8,25
2023-06-22,247,22,18.9,27.7
2023-06-23,247,24.3,16.8,31.9
2023-06-24,247,25.3,20.6,31.3
2023-06-25,247,22.6,19.4,28.5
2023-06-26,247,24,20.8,27.3
2023-06-27,247,25.6,20.1,30.5
2023-06-28,247,23,18.7,27.4
2023-06-29,247,,22.8,26.6
2023-06-30,247,24,22.7,26
2023-07-01,247,26.3,22.3,31.8
2023-07-02,247,27,22.7,33.3
2023-07-03,247,27.2,22.2,31.8
2023-07-04,247,23.9,22.6,25.9
2023-07-05,247,25.2,21.3,30
2023-07-06,247,25.5,19,32.8
2023-07-07,247,22,20.6,23.9
2023-07-08,247,25.7,21.2,30.1
2023-07-09,247,26.8,23.8,30.3
2023-07-10,247,28,24.6,32.7
2023-07-11,247,24.1,22.1,29.1
2023-07-12,247,26,22.7,29.7
2023-07-13,247,25.9,23.6,27.8
2023-07-14,247,25.6,23.9,26.6
2023-07-15,247,25.4,22.9,27.6
2023-07-16,247,24.2,21.9,29.4
2023-07-17,247,25.1,22.7,31.6
2023-07-18,247,23.6,22.8,24.4
2023-07-19,247,26.7,22.6,31.9
2023-07-20,247,27.2,23.1,32.9
2023-07-21,247,26.6,22.5,33.6
2023-07-22,247,24.2,21.5,26.8
2023-07-23,247,26.9,25.1,29.8
2023-07-24,247,25.7,22.8,28.7
2023-07-25,247,26,23.8,30.4
2023-07-26,247,26.4,23.4,32.5
2023-07-27,247,27.6,22.7,33.9
2023-07-28,247,27.4,23.5,32.6
2023-07-29,247,28.2,23,34.7
2023-07-30,247,26.9,23.3,32.8
2023-07-31,247,27.4,22.3,34.5
2023-08-01,247,28.6,23.1,34.8
2023-08-02,247,28.9,23.2,36.1
2023-08-03,247,28.9,24.2,34.9
2023-08-04,247,28.9,23.9,34.3
2023-08-05,247,29.7,24,36.1
2023-08-06,247,30.4,25.3,35.9
2023-08-07,247,29,25.8,37
2023-08-08,247,30.4,25.3,35.8
2023-08-09,247,26.4,24.1,28.8
2023-08-10,247,22.7,21.6,24.1
2023-08-11,247,26.6,21.9,31.7
2023-08-12,247,26.1,23.3,31.5
2023-08-13,247,27,22.1,32.2
2023-08-14,247,28.4,24.3,34.3
2023-08-15,247,28,23.3,33.9
2023-08-16,247,28,25.3,32.8
2023-08-17,247,26.5,22.8,32.8
2023-08-18,247,26.7,23.2,33.1
2023-08-19,247,28,23.9,34
2023-08-20,247,28.5,24.8,34
2023-08-21,247,28.3,24.2,33.7
2023-08-22,247,27.2,23.7,33
2023-08-23,247,27,24,32
2023-08-24,247,25.1,23.8,28.5
2023-08-25,247,25.7,21.6,31.1
2023-08-26,247,24.8,19.2,32.2
2023-08-27,247,26.3,20.6,32.4
2023-08-28,247,26.7,23.7,30.1
2023-08-29,247,25.8,23.2,28.6
2023-08-30,247,21.8,21.2,23.2
2023-08-31,247,24.6,20.6,29.5
2023-09-01,247,24.5,20.8,30.5
2023-09-02,247,23.8,20.6,27.3
2023-09-03,247,26,21.3,32
2023-09-04,247,25.6,22.8,32.2
2023-09-05,247,26.7,22.3,32.1
2023-09-06,247,25.6,20.3,32
2023-09-07,247,24.5,19.9,30.3
2023-09-08,247,23.5,17.3,29.7
2023-09-09,247,23.9,17.4,30.9
2023-09-10,247,24,19.7,30.4
2023-09-11,247,24.7,19.4,31.3
2023-09-12,247,24.3,19.8,29.6
2023-09-13,247,23,20.5,26
2023-09-14,247,22.6,20.4,26.4
2023-09-15,247,23.4,21.2,28
2023-09-16,247,23.2,21.8,27.4
2023-09-17,247,24.6,21.3,28.8
2023-09-18,247,24.9,21.4,30.6
2023-09-19,247,23.9,21,29.1
2023-09-20,247,22.9,20,26.6
2023-09-21,247,20.8,18.9,26
2023-09-22,247,20.7,16.5,26.4
2023-09-23,247,19.8,14.3,25.5
2023-09-24,247,21.7,19,26.4
2023-09-25,247,22.5,19.6,26.9
2023-09-26,247,21.8,20.8,23.1
2023-09-27,247,22.1,20.4,25.3
2023-09-28,247,21.7,17.8,27
2023-09-29,247,20.3,15,26.6
2023-09-30,247,18.6,15,24.1
2023-10-01,247,17.4,11.3,23.8
2023-10-02,247,16.4,9.4,24.8
2023-10-03,247,15.4,12.3,19.2
2023-10-04,247,17.2,9.9,24.7
2023-10-05,247,15.1,10.6,20.1
2023-10-06,247,14.8,9.1,21.7
2023-10-07,247,16.3,11.1,21.2
2023-10-08,247,17.8,14.6,22
2023-10-09,247,17.7,13.7,23.2
2023-10-10,247,16.4,11.1,22.5
2023-10-11,247,16.4,10,24.2
2023-10-12,247,16.1,9,23.6
2023-10-13,247,16.3,10.8,22.1
2023-10-14,247,15.3,10.3,21.6
2023-10-15,247,14.7,10.3,22
2023-10-16,247,13.2,7.9,20.5
2023-10-17,247,12.3,5.5,21.9
2023-10-18,247,13.6,4.9,24.4
2023-10-19,247,14.9,8.6,22.7
2023-10-20,247,11.9,8,17
2023-10-21,247,9.5,3.3,17.3
2023-10-22,247,9.9,3.1,16.9
2023-10-23,247,12.2,5.9,20.7
2023-10-24,247,12.6,6.4,20.9
2023-10-25,247,14.7,8.2,23
2023-10-26,247,15.2,9.1,22.5
2023-10-27,247,14.3,9,19.8
2023-10-28,247,12.6,6.8,20.3
2023-10-29,247,12.6,5.8,21.5
2023-10-30,247,13.5,7.2,22.1
2023-10-31,247,12.9,6.2,23.3
2023-11-01,247,14.6,6,24.5
2023-11-02,247,15.9,9.2,26.7
2023-11-03,247,16.7,9.3,24.8
2023-11-04,247,18,13.6,24.2
2023-11-05,247,19.6,16,24.6
2023-11-06,247,16.4,11.5,21.8
2023-11-07,247,9.1,3.1,13.7
2023-11-08,247,8.3,1.2,19
2023-11-09,247,13.3,4.6,20.4
2023-11-10,247,7.4,0.7,14.7
2023-11-11,247,3.3,-1.9,9.7
2023-11-12,247,3,-0.7,7.5
2023-11-13,247,2.5,-2.3,8.8
2023-11-14,247,5.6,-1.5,12.7
2023-11-15,247,6.7,1.2,14.3
2023-11-16,247,5.1,2.4,6.7
2023-11-17,247,3.5,0,7.5
2023-11-18,247,1.8,-3.2,5.4
2023-11-19,247,6.5,-1,12.4
2023-11-20,247,6.4,0.6,14.9
2023-11-21,247,5.5,-2,15.6
2023-11-22,247,7.5,-0.8,16.8
2023-11-23,247,11.7,7.2,18.7
2023-11-24,247,2.2,-2.6,7.3
2023-11-25,247,-0.1,-5,6.8
2023-11-26,247,3,-3.9,9.4
2023-11-27,247,6.6,3.7,10.3
2023-11-28,247,4.3,-1.2,7.8
2023-11-29,247,3.1,-1.2,6.5
2023-11-30,247,-0.1,-2.8,2.4
2023-12-01,247,-0.7,-4.7,3.8
2023-12-02,247,2.8,-1.6,6.3
2023-12-03,247,2.8,-2.3,8.9
2023-12-04,247,1.6,-5.4,9.8
2023-12-05,247,4.1,-2.5,13.9
2023-12-06,247,6.5,-0.6,13.6
2023-12-07,247,5.4,0.3,11.6
2023-12-08,247,10.2,0.7,18.7
2023-12-09,247,11.9,7,18.6
2023-12-10,247,12.8,6.3,19.8
2023-12-11,247,12.6,11.2,13.5
2023-12-12,247,10.1,8.9,12.5
2023-12-13,247,9.5,4.9,13.9
2023-12-14,247,10.1,9.2,10.9
2023-12-15,247,10.5,6.6,15.2
2023-12-16,247,-0.7,-4.6,6.5
2023-12-17,247,-5.9,-8.2,-2.9
2023-12-18,247,-3.2,-8.4,0.6
2023-12-19,247,-0.1,-3,3.1
2023-12-20,247,-3.3,-8,0.3
2023-12-21,247,-7.5,-10.2,-3.5
2023-12-22,247,-7.5,-11.4,-3.2
2023-12-23,247,-4.3,-10.3,1.7
2023-12-24,247,-1.8,-3.9,2.2
2023-12-25,247,-0.6,-4.8,3.5
2023-12-26,247,1.9,-0.8,8
2023-12-27,247,2.9,-1.4,10.4
2023-12-28,247,1.2,-3.3,8.8
2023-12-29,247,0.9,-4.4,8.1
2023-12-30,247,1.5,-3.8,5.7
2023-12-31,247,4.7,3.3,7
2024-01-01,247,2.9,-2.1,8.7
2024-01-02,247,3.9,1.6,7.6
2024-01-03,247,2.6,0.7,5.5
2024-01-04,247,0.6,-4,7.2
2024-01-05,247,4.1,-2.3,10.7
2024-01-06,247,2.4,-1.7,7.7
2024-01-07,247,-1.1,-5.8,2.3
2024-01-08,247,-3.5,-9.3,3.8
2024-01-09,247,-0.6,-5.5,3.1
2024-01-10,247,1.7,-3,6.7
2024-01-11,247,1,-4.1,5.6
2024-01-12,247,3.4,-2.6,9.3
2024-01-13,247,0.3,-5.4,8.2
2024-01-14,247,3.7,-4.3,13.2
2024-01-15,247,-0.7,-4.5,4.2
2024-01-16,247,-0.8,-7.7,8.2
2024-01-17,247,2.8,-1.7,5.3
2024-01-18,247,8.1,5.1,9.3
2024-01-19,247,6.4,5.2,7.7
2024-01-20,247,5.1,3.9,6.1
2024-01-21,247,4.9,1,9
2024-01-22,247,-4,-7.1,1
2024-01-23,247,-7.2,-8.9,-4.2
2024-01-24,247,-5.7,-9.5,-2.2
2024-01-25,247,-4.1,-8.6,1.9
2024-01-26,247,-1.4,-8,5.5
2024-01-27,247,1.2,-3,7.2
2024-01-28,247,-0.7,-3.9,5.2
2024-01-29,247,-1.2,-5.7,5.8
2024-01-30,247,2.2,-6.6,11.1
2024-01-31,247,7.8,2.7,15.3
2024-02-01,247,6.4,4.9,8.5
2024-02-02,247,5.5,1,11.1
2024-02-03,247,5,0.2,9.2
2024-02-04,247,5.9,3.1,9.9
2024-02-05,247,4.6,3.1,6.2
2024-02-06,247,2.9,1.5,4.4
2024-02-07,247,1,-2.8,5.4
2024-02-08,247,0.3,-5.5,7.2
2024-02-09,247,-0.1,-4.4,6.6
2024-02-10,247,1.1,-4,8.1
2024-02-11,247,1.1,-4.8,8
2024-02-12,247,3.1,-4.2,12.3
2024-02-13,247,7.3,-1.8,17.6
2024-02-14,247,10.8,5.4,16.9
2024-02-15,247,5.4,-0.6,13.5
2024-02-16,247,1.9,-4.4,9.9
2024-02-17,247,5.2,-3.2,15
2024-02-18,247,7.8,-1,12.7
2024-02-19,247,11.7,5.9,15.3
2024-02-20,247,6.4,4.6,9
2024-02-21,247,6.1,4.6,7.3
2024-02-22,247,3.8,2.8,4.8
2024-02-23,247,3.3,1.6,5.1
2024-02-24,247,3.2,1,7.2
2024-02-25,247,3.3,0.4,6.6
2024-02-26,247,4.8,-1.4,11.1
2024-02-27,247,5.7,2.3,10.5
2024-02-28,247,6.8,-1.2,13.5
2024-02-29,247,4.8,2.9,7.4
2024-03-01,247,-1.7,-5.9,3.9
2024-03-02,247,-1.8,-9.1,5
2024-03-03,247,3.8,-2.4,9.9
2024-03-04,247,6.3,-1.2,13.5
2024-03-05,247,6.3,4.4,7.4
2024-03-06,247,8.6,4.8,13.2
2024-03-07,247,3.9,-1.8,8.5
2024-03-08,247,2.6,-2.3,7.5
2024-03-09,247,1.3,-5.1,8.6
2024-03-10,247,3.9,-5.2,13
2024-03-11,247,4.7,-2.7,11.9
2024-03-12,247,4.5,0,10.5
2024-03-13,247,5.2,-0.4,13.6
2024-03-14,247,6.4,-1.8,16
2024-03-15,247,7.6,-1.9,18.6
2024-03-16,247,10.9,-1.1,21.4
2024-03-17,247,9.9,3.8,15.9
2024-03-18,247,7.9,-1.8,17.1
2024-03-19,247,7.4,3.9,14
2024-03-20,247,4,-1.7,8.7
2024-03-21,247,4.2,-3.2,11.9
2024-03-22,247,9.8,1,16.1
2024-03-23,247,16.7,12,23.4
2024-03-24,247,12.6,11.2,14.6
2024-03-25,247,10.2,7.7,12.6
2024-03-26,247,9.2,5.6,13.4
2024-03-27,247,9.8,2.8,16.6
2024-03-28,247,9.4,7.7,10.3
2024-03-29,247,9.4,3.9,15.9
2024-03-30,247,11.4,1.5,20.5
2024-03-31,247,12.1,4.3,20.7
2024-04-01,247,12.9,3.1,23.5
2024-04-02,247,14.1,5.5,24.4
2024-04-03,247,13.6,12.5,14.6
2024-04-04,247,12.5,10.2,14.9
2024-04-05,247,13,9.2,18.7
2024-04-06,247,13,6.7,20.5
2024-04-07,247,15.6,5.8,25
2024-04-08,247,16.1,8.4,23.8
2024-04-09,247,14.8,8,21.4
2024-04-10,247,15,8.9,21.3
2024-04-11,247,14.5,10.7,19.3
2024-04-12,247,16.5,7.8,25.1
2024-04-13,247,18.2,9.6,27.9
2024-04-14,247,18.6,9.4,26.8
2024-04-15,247,17.5,14.7,21.3
2024-04-16,247,15.4,8.9,22.1
2024-04-17,247,15.2,5.8,24.4
2024-04-18,247,16.9,8.5,25.1
2024-04-19,247,17.8,8.1,27
2024-04-20,247,14.8,12.7,16.5
2024-04-21,247,16.3,14.5,18.1
2024-04-22,247,16.3,14,18.9
2024-04-23,247,15.4,11.1,20.6
2024-04-24,247,13.2,8.8,18.4
2024-04-25,247,15.9,6,26
2024-04-26,247,17.1,10.9,24.3
2024-04-27,247,18.8,9.3,28.5
2024-04-28,247,19.9,10.4,29.4
2024-04-29,247,16.3,15,19.3
2024-04-30,247,16.8,13.9,22.5
2024-05-01,247,14.9,12.3,19.3
2024-05-02,247,16.1,8.9,23.6
2024-05-03,247,18.3,9,27.7
2024-05-04,247,19.8,10.2,26.7
2024-05-05,247,18.9,17.7,21.5
2024-05-06,247,15.6,14,18.6
2024-05-07,247,13.7,11.7,15.7
2024-05-08,247,14.2,9.4,19.8
2024-05-09,247,14.8,6.9,23.7
2024-05-10,247,17.5,7.5,26.5
2024-05-11,247,18.5,10.9,25.3
2024-05-12,247,17.1,11.6,22.9
2024-05-13,247,16.6,8.6,25.3
2024-05-14,247,17.8,8.8,26.5
2024-05-15,247,14.5,9,24.4
2024-05-16,247,14.2,7.4,21.2
2024-05-17,247,17.2,9.1,25.6
2024-05-18,247,19.4,9.2,29.1
2024-05-19,247,20.2,11.7,30.1
2024-05-20,247,20.3,10.6,28.5
2024-05-21,247,21.5,13.1,29
2024-05-22,247,22.4,15.6,29.7
2024-05-23,247,22.5,15.9,30.3
2024-05-24,247,22.1,12.7,30.4
2024-05-25,247,20.9,16.7,25.9
2024-05-26,247,20.4,15.3,24.3
2024-05-27,247,18.7,14.4,23.4
2024-05-28,247,19,12.1,25.4
2024-05-29,247,20.8,12,28.6
2024-05-30,247,20.3,15,25.6
2024-05-31,247,21.1,15.3,27.3
2024-06-01,247,18.5,14,24.7
2024-06-02,247,19,11.4,26.8
2024-06-03,247,19.8,11.8,28.4
2024-06-04,247,21.2,16.4,28.6
2024-06-05,247,21.6,15.6,28.9
2024-06-06,247,20.9,15.8,26.4
2024-06-07,247,21.4,14.5,27.5
2024-06-08,247,19.2,17.6,20.8
2024-06-09,247,22.9,17.9,28.8
2024-06-10,247,24.1,16.3,31.6
2024-06-11,247,24.6,17.6,32.2
2024-06-12,247,25.3,17.9,32.4
2024-06-13,247,25.8,17.1,35
2024-06-14,247,25.7,18.3,32.8
2024-06-15,247,25.8,20,32.1
2024-06-16,247,24.1,19.1,30.1
2024-06-17,247,21.7,15.3,28.2
2024-06-18,247,24.5,15.4,34
2024-06-19,247,26.1,16.8,35.9
2024-06-20,247,22.8,18.3,26.2
2024-06-21,247,26,20.5,31.4
2024-06-22,247,23.4,21.6,24.6
2024-06-23,247,23.9,22.3,27.3
2024-06-24,247,24.2,21.2,29.4
2024-06-25,247,22,17.3,28
2024-06-26,247,23,15.9,30.2
2024-06-27,247,20,16.4,23.4
2024-06-28,247,24.8,16.1,32.5
2024-06-29,247,23.3,20.3,25.4
2024-06-30,247,24.4,23.8,26
2024-07-01,247,26.3,23.1,31.2
2024-07-02,247,26.7,22.8,30.9
2024-07-03,247,26.9,23.6,31.2
2024-07-04,247,27.2,21,32.9
2024-07-05,247,27.2,23.7,31.5
2024-07-06,247,27.6,23.5,30.7
2024-07-07,247,28.1,26.3,31.4
2024-07-08,247,26.7,25.3,28.8
2024-07-09,247,24.6,23.1,26.8
2024-07-10,247,25.5,23.4,27.9
2024-07-11,247,24,21.9,27.8
2024-07-12,247,24.4,21.1,30
2024-07-13,247,25.5,22.1,29.4
2024-07-14,247,24.6,22.4,28.2
2024-07-15,247,26.1,22,30.7
2024-07-16,247,23.9,22.8,25.6
2024-07-17,247,26.6,22.5,30.7
2024-07-18,247,27.2,25.1,29.4
2024-07-19,247,24.8,22.8,28.2
2024-07-20,247,26.2,21.6,31.9
2024-07-21,247,28.4,24,33.1
2024-07-22,247,28.9,24.3,33.1
2024-07-23,247,28.6,26.2,31.6
2024-07-24,247,28.3,24.9,34.3
2024-07-25,247,29,24.3,34.1
2024-07-26,247,27.2,24.8,31.8
2024-07-27,247,28.4,25.3,31.1
2024-07-28,247,29.8,27.3,33.9